experience,education_level,job_role,location,industry,salary
12,Masters,Manager,Kolkata,IT,1892000.0
12,Masters,Data Scientist,Hyderabad,Finance,1737000.0
18,High School,Software Engineer,Chennai,Retail,657000.0
25,Masters,Data Scientist,Delhi,Manufacturing,1929000.0
0,Bachelors,Manager,Pune,IT,1006000.0
16,Masters,DevOps Engineer,Chennai,Manufacturing,1223000.0
7,High School,Business Analyst,Kolkata,Education,446000.0
15,Masters,Analyst,Chennai,IT,1028000.0
18,Bachelors,DevOps Engineer,Mumbai,Education,1082000.0
14,Masters,Manager,Hyderabad,Manufacturing,1608000.0
9,Masters,DevOps Engineer,Hyderabad,IT,1340000.0
21,Bachelors,Business Analyst,Pune,Manufacturing,912000.0
24,Masters,DevOps Engineer,Kolkata,IT,1594000.0
7,Bachelors,Software Engineer,Delhi,IT,987000.0
24,Masters,DevOps Engineer,Chennai,Education,1009000.0
14,Bachelors,Analyst,Hyderabad,Manufacturing,732000.0
8,Bachelors,Data Scientist,Bangalore,IT,1479000.0
24,Bachelors,Software Engineer,Chennai,Healthcare,1017000.0
2,Masters,Manager,Hyderabad,Education,899000.0
4,Bachelors,Data Scientist,Bangalore,Finance,1281000.0
20,High School,Business Analyst,Kolkata,Healthcare,570000.0
18,Masters,Software Engineer,Hyderabad,Education,1084000.0
12,High School,Manager,Hyderabad,Education,1036000.0
0,High School,Analyst,Bangalore,Finance,527000.0
12,Bachelors,Manager,Hyderabad,Finance,1570000.0
11,Bachelors,Manager,Bangalore,Education,1273000.0
8,Bachelors,DevOps Engineer,Pune,IT,1299000.0
2,Masters,Software Engineer,Hyderabad,IT,967000.0
4,Bachelors,Analyst,Mumbai,IT,700000.0
21,Bachelors,Software Engineer,Delhi,Manufacturing,941000.0
24,PhD,Data Scientist,Pune,Education,1708000.0
15,Masters,Analyst,Delhi,Finance,1139000.0
16,High School,Manager,Hyderabad,Retail,1043000.0
9,Masters,Manager,Pune,IT,2074000.0
22,Bachelors,Manager,Pune,Retail,1475000.0
1,Masters,Business Analyst,Mumbai,Healthcare,764000.0
0,Bachelors,Manager,Delhi,Retail,855000.0
17,Masters,Software Engineer,Hyderabad,Education,910000.0
6,High School,Data Scientist,Delhi,Retail,786000.0
6,Masters,Business Analyst,Pune,Healthcare,730000.0
19,Masters,Manager,Kolkata,IT,1903000.0
6,Masters,Manager,Pune,Retail,1253000.0
23,Masters,Data Scientist,Hyderabad,IT,1849000.0
15,High School,Software Engineer,Hyderabad,Finance,987000.0
25,Masters,DevOps Engineer,Pune,Manufacturing,1460000.0
9,PhD,Business Analyst,Bangalore,IT,1328000.0
19,High School,Software Engineer,Mumbai,Manufacturing,925000.0
12,High School,Manager,Mumbai,IT,1443000.0
1,Bachelors,DevOps Engineer,Mumbai,Healthcare,766000.0
